,pitch_id,is_strike
803,95e4d47c,1
804,e2591a2f,1
805,aa4c048c,0
806,e23a84a6,1
807,601fda71,0
808,db6e3d1b,0
809,c355143a,1
810,9cd7a6f1,1
811,d82ec5e2,1
812,2eaa64e0,1
813,1a042e91,1
814,55d733fe,1
815,a15e220a,1
816,17c282be,0
817,222a85da,0
818,899e323a,1
819,f6d58f41,1
820,53577196,1
821,cc8569fa,1
822,14246878,1
823,c2fa94fa,0
824,f9b2277f,0
825,1546ec2d,1
826,a5f2fb86,0
827,f01f7825,0
828,eec080a3,1
829,a9794c39,1
830,36d2433a,0
831,0158a0fd,1
832,c31189bc,0
833,5815d789,0
834,bcd43352,1
835,a8a78b2b,0
836,2e1bcc91,1
837,6da8133b,1
838,40ddffd5,0
839,2e352b77,0
840,0e6cd883,1
841,3b76ccc7,1
842,755b4a01,1
843,bc6786d9,1
844,d9bf2956,1
845,f26ce562,0
846,73cc1b2f,1
847,17727fe1,1
848,5cb5392c,1
849,a2674dfb,0
850,7e018124,0
851,fabd3905,1
852,300efad6,1
853,de459d5d,0
854,f3639465,1
855,b686e546,1
856,b89436c2,0
857,6a98fb6d,1
858,68df1abd,1
859,0846f998,0
860,d5017674,1
861,a17be4ec,0
862,f280616e,1
863,30c9dbf5,1
864,f068e3b7,1
865,1fef05f9,1
866,b537ced8,1
867,e8c57c1f,0
868,ad6bc105,0
869,cc86f79c,0
870,eaaa68d6,0
871,1e3b273e,0
872,4b815ca3,0
873,4a598186,0
874,f75ce1ce,1
875,170d8d5a,1
876,130dd2b3,0
877,146563aa,1
878,bc96cddd,0
879,f472b930,1
880,2d2cca66,1
881,aa42ea6c,1
882,39549ff8,0
883,3af229a0,1
884,fd895add,1
885,1f3dfbaf,1
886,0a842a21,1
887,ed436ef6,1
888,9e038957,1
889,8b6f489b,1
890,fb97ebc8,0
891,8cfb2b05,1
892,3750edb6,0
893,d6653e9e,1
894,28391e1e,1
895,41302eae,0
896,b5842b82,1
897,5b555f77,1
898,9035d359,0
899,d15535bc,1
900,aec62b90,0
901,852fccd8,1
902,01ff6222,1
903,5b7d98f5,0
904,8279c74c,1
905,bc5d62c6,1
906,67128394,1
907,11eed72b,1
908,8aa152c4,0
909,c615c61c,0
910,af1faa0f,0
911,af64b77a,0
912,76725bed,1
913,7c9e36d6,1
914,c526986c,1
915,82d9f78f,0
916,77c1032a,1
917,782f662b,0
918,a084b208,0
919,e1c11d2c,1
920,388847ed,1
921,1a4585e2,0
922,ef7952f0,1
923,9940219c,1
924,5040ded2,0
925,3226ade1,1
926,93b91ff8,1
927,9acfc6d2,1
928,95e51690,1
929,4b236bec,1
930,b6c07b52,1
931,55e29c57,1
932,1b69d732,0
933,f2d2788f,1
934,cd0521d2,0
935,90bba14e,1
936,d03a976c,0
937,02129327,0
938,a0511b9f,1
939,df0ba129,1
940,9adf71ba,1
941,c47d439c,0
942,71fef4f8,1
943,9f145e5e,1
944,18406978,1
945,2898f076,1
946,93b4d571,0
947,e75393c1,1
948,b1528850,1
949,6e04c173,0
950,000c54f6,0
951,d1ebb3e2,0
952,529e5755,1
953,c3b8c530,0
954,56cbc3c7,1
955,8f85c8e3,1
956,24ec17d9,0
957,d9d0117e,0
958,8752bc1f,0
959,4eb935b4,0
960,334628d5,1
961,6cc0b23b,1
962,0f3b711b,1
963,01787c80,0
964,d21aa7a1,1
965,e8d7eeb1,1
966,442f2c68,0
967,4dd77560,0
968,f799e5c7,1
969,9387304d,1
970,3fa0b368,1
971,ce0a264c,1
972,c2380a2c,1
973,713e085b,0
974,efb2dd40,0
975,2c16f3fe,0
976,5aa1c81a,1
977,d31df0c7,1
978,228820f0,1
979,daf03457,0
980,85f7e3c0,1
981,9c3e303d,0
982,a1af066d,1
983,67b67df2,1
984,42eb3d0d,1
985,171b2a2a,1
986,f4f1a1fe,0
987,d9b67e43,1
988,f63c8bdb,1
989,36f8d0ec,0
990,dba1f075,0
991,31118222,1
992,0279985d,1
993,5f7fa1a6,1
994,0d57677c,0
995,01a51576,0
996,07847dee,0
997,1ae311c8,1
998,8a87418e,1
999,6e875ba3,0
1000,8363ca33,0
1001,b0d5aa24,0
1002,44f289c8,1
1003,46b1c952,1
1004,829a3d22,1
1005,f35039d6,0
1006,42932170,0
1007,a0d5c48f,1
1008,3652ecb8,1
1009,19baa3ef,0
1010,98b91a5d,1
1011,b5902810,1
1012,f8651836,1
1013,d405b60d,1
1014,2517fd46,1
1015,472b3375,1
1016,6fdac041,1
1017,31cbf52f,0
1018,d6820c51,1
1019,f2e47294,1
1020,7ddcfdea,1
1021,8b958154,1
1022,d9a44065,0
1023,88530ad9,1
1024,5faee505,1
1025,7998d97a,0
1026,06111e48,1
1027,59d34372,0
1028,2e83f913,1
1029,f230f849,0
1030,974d3968,0
1031,c11e722f,0
1032,a295bd44,0
1033,dae7d865,1
1034,9ce85ca2,1
1035,152636c7,1
1036,a98bb8f1,0
1037,267c8760,0
1038,e743ba60,1
1039,1d97c425,1
1040,4bc43284,1
1041,19ee3d8a,0
1042,62a6a4d9,1
1043,8647c5ce,1
1044,951a141b,0
1045,577c023b,1
1046,6ea83261,1
1047,5bb4eccc,1
1048,073e9c81,0
1049,0603b913,1
1050,078e998e,0
1051,0c287a0f,1
1052,5de76d51,0
1053,63363f13,0
1054,397ade77,1
1055,e257244d,1
1056,fd84db2b,1
1057,be4c5cd8,0
1058,f3550ddc,1
1059,d16b5bf4,0
1060,882a024c,0
1061,f76a1ece,0
1062,75f1dba8,1
1063,82057b22,0
1064,7286c4fe,1
1065,448bbc07,1
1066,d0422fd6,0
1067,703b9248,1
1068,d04d5495,0
1069,29c9ab15,0
1070,20bcf00b,1
1071,eebeda14,0
1072,1b1e35c1,0
1073,5d9f0859,1
1074,bf637112,0
1075,145b5d82,1
1076,a088defb,0
1077,26bc5a8f,0
1078,f4e04f0a,0
1079,b9e16adf,1
1080,08f28394,1
1081,3833dae9,1
1082,87ac14df,0
1083,1211b534,0
1084,b25b6e9f,1
1085,ba51920e,1
1086,357ca832,1
1087,4564754e,1
1088,27105375,1
1089,054be908,0
1090,e4976db2,0
1091,d4329c34,0
1092,0bc83af5,1
1093,bcce70da,1
1094,cdd3698f,1
1095,fada6150,0
1096,a060b00c,0
1097,38477d77,1
1098,d7fcb78f,0
1099,7a325c3b,0
1100,4972a527,0
1101,7af57ca3,1
1102,ebad4f3f,0
1103,7309b685,1
1104,ee0ab27a,0
1105,c33c6ed2,0
1106,fda11414,0
1107,12231d18,1
1108,dd75f8b3,1
1109,33d59a6a,0
1110,d2974591,0
1111,2a0cd327,0
1112,6349d6ec,1
1113,aba64941,1
1114,6955ddef,1
1115,c627b79c,1
1116,04dcbe31,1
1117,73601b11,1
1118,ce1d67c9,0
1119,57761af0,0
1120,6e8b86cd,1
1121,b505a879,1
1122,482a5435,1
1123,7ccf4067,1
1124,2e5b354d,0
1125,82ac9e04,1
1126,979aff19,0
1127,c5e444ae,0
1128,19c18f39,0
1129,3d5b8f06,1
1130,9c426f3d,1
1131,df201c4a,1
1132,025aecd6,1
1133,57e0f103,1
1134,80a023ed,1
1135,ef29a7fe,0
1136,a393f072,1
1137,c1be1d41,1
1138,eda5368a,0
1139,11f11de1,0
1140,a0b96b7a,1
1141,e96c4929,1
1142,22bcc162,1
1143,c0c6e2dc,1
1144,c093c0a4,0
1145,6a9a7825,1
1146,f7bd04e0,1
1147,4f76f3d8,1
1148,49655ded,1
1149,a8f9be4f,1
1150,1f197286,1
1151,6c853126,1
1152,27c2a995,0
1153,183dd7e0,1
1154,129661e7,1
1155,f5c67720,0
1156,8709c5e9,1
1157,30560aa4,1
1158,6ba7fa46,1
1159,20e9ed2c,0
1160,2b5a8758,0
1161,f74c5e41,1
1162,0f37406e,0
1163,93c09ae1,0
1164,180c8ef9,1
1165,603b9b45,1
1166,55c2d78e,0
1167,68731418,1
1168,5d8c4151,1
1169,d2d157bc,0
1170,51e8691e,1
1171,3e9e91aa,0
1172,02ae3bd5,1
1173,487d1e9f,1
1174,d850e623,0
1175,f10d34dc,1
1176,3e2ea581,1
1177,a6df9aaa,1
1178,b6234b28,1
1179,ca833a77,1
1180,e7063a21,0
1181,a1e090bd,1
1182,f212a2d6,1
1183,cb72acdd,1
1184,9e58cb0a,0
1185,f8231f04,1
1186,ea12e000,0
1187,629bbb82,0
1188,8ff4af78,0
1189,850634c4,1
1190,6400a1ec,1
1191,aa2f093d,1
1192,a669a34e,0
1193,8c71ca9b,1
1194,6b91cd5a,0
1195,d37ab3f3,1
1196,67ca5c32,1
1197,3524d1df,1
1198,17d65ba1,1
1199,63ff0d2a,1
1200,245c05bc,0
1201,2b61e75c,1
1202,3188bb55,1
1203,f5063054,1
1204,9d2067e4,1
1205,e77642b9,1
1206,6017edee,1
1207,d3e11594,0
1208,ec80225d,0
1209,9e8af7dc,1
1210,1eee0284,0
1211,6b734c8a,0
1212,c9dcbec9,1
1213,bbdedbc1,1
1214,632f4cad,1
1215,a933d6bd,1
1216,6f52dc0f,1
1217,28870e86,1
1218,195e86e6,1
1219,3d30a628,1
1220,2b19401a,0
1221,e8edb971,0
1222,faa28d70,1
1223,e724b008,1
1224,9075cd1a,1
1225,dfaf3efe,0
1226,e66a287d,0
1227,b036bd2b,1
1228,8ba906d4,1
1229,e8be35f7,0
1230,544deeda,0
1231,94b1b108,1
1232,f0d1234b,1
1233,bb4bd5f3,1
1234,82836a06,1
1235,05c04400,1
1236,ea9b56a9,0
1237,a4910a55,1
1238,47316418,0
1239,fdb0acee,1
1240,6280ba41,0
1241,3405bed1,0
1242,370566bc,1
1243,5c249717,1
1244,78b3c6d1,1
1245,6277801a,1
1246,5e62b745,0
1247,159bfb98,0
1248,bd3a241e,1
1249,a394de4e,1
1250,76a8cf4f,1
1251,b660b153,0
1252,cce6150e,1
1253,026755fe,0
1254,187f359e,1
1255,dbf4c30d,1
1256,7bd4ab26,1
1257,5b1b5b48,0
1258,5246fc92,0
1259,528ce09d,1
1260,5ff54e34,1
1261,85e5e77a,1
1262,c887cd2e,1
1263,2015f3fb,0
1264,923d5808,1
1265,3e5e6cce,1
1266,1858edce,1
1267,2d1ad786,1
1268,35654e79,1
1269,c78b2bd0,1
1270,59a9fe13,1
1271,9050a2c9,1
1272,1f99e151,1
1273,fcd3d7b7,1
1274,521375bf,0
1275,6765ae57,1
1276,42dd4a2b,1
1277,b80757c7,1
1278,febaa9db,1
1279,468a47a0,1
1280,163cc310,0
1281,da8ea1f6,0
1282,cdd779a4,0
1283,89d952d4,1
1284,6a2157cc,0
1285,2b258938,0
1286,3a6959f3,0
1287,932d4ba9,0
1288,4482ad6c,1
1289,c1afa830,1
1290,ff63da82,0
1291,7b785bca,1
1292,f364cf8e,0
1293,c0814fa1,0
1294,e690faaf,1
1295,57a155cc,0
1296,263e0529,1
1297,252a6c39,1
1298,bb227370,1
1299,d7c07284,1
1300,c42bc264,0
1301,0f7eade5,1
1302,6f6784aa,0
1303,2c6c7696,1
1304,5187d865,0
1305,f96bbefa,1
1306,d8b92747,0
1307,ef0c6fce,0
